danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,genre,title
0.453,0.934,9,-2.283,0,0.0413,0.00502,0.0012,0.0996,0.045,172.003,260930,4,dnb,UKF Drum & Bass - All Uploads
0.731,0.875,9,-4.759,1,0.0725,0.024,0.872,0.131,0.102,173.972,297931,4,dnb,Drum and Bass 2020
0.492,0.87,6,-3.413,0,0.0437,0.0883,0.0367,0.146,0.285,174.095,229009,4,dnb,Drum and Bass 2020 (Drum & Bass Music - DNB Hits)
0.535,0.959,10,-2.891,0,0.0609,6.11E-05,0.746,0.061,0.579,173.975,378407,4,dnb,Liqduicity Drum & Bass
0.672,0.945,0,-1.587,1,0.0758,0.00133,0.798,0.115,0.0466,174.035,281706,4,dnb,Drum and Bass - 2015 to 2020
0.207,0.922,7,-4.956,1,0.0633,0.00243,0.0603,0.365,0.0352,174.994,292622,4,dnb,Liquid Drum & Bass
0.559,0.967,9,-2.233,0,0.0567,0.000611,0.909,0.259,0.129,173.976,313707,4,dnb,Liqduicity Drum & Bass
0.443,0.973,9,-2.165,1,0.0476,0.00146,0.058,0.103,0.0603,174.02,267586,4,dnb,UKF Drum & Bass - All Uploads
0.679,0.923,6,-7.039,0,0.0504,0.00453,0.796,0.0689,0.129,174.022,297931,4,dnb,Liquid Drum & Bass
0.504,0.683,1,-6.567,1,0.0608,0.0009,0.55,0.0665,0.149,173.93,296562,4,dnb,UKF Drum & Bass
0.309,0.717,1,-7.634,1,0.0314,3.90E-05,0.00276,0.323,0.156,174.01,327147,4,dnb,UKF Drum & Bass - All Uploads
0.259,0.977,8,-4.71,1,0.172,0.0116,0.84,0.104,0.383,173.978,400575,4,dnb,Drum and Bass 2020 (Drum & Bass Music - DNB Hits)
0.466,0.922,11,-3.888,1,0.05,2.59E-05,0.905,0.512,0.0722,174,339483,4,dnb,Liqduicity Drum & Bass
0.456,0.939,8,-4.402,1,0.0487,0.000603,8.37E-06,0.0463,0.404,173.999,295172,4,dnb,Liqduicity Drum & Bass
0.387,0.851,8,-2.642,0,0.0377,0.00137,0.804,0.104,0.0525,173.995,246925,4,dnb,Drum and Bass 2020
0.49,0.921,10,-4.329,0,0.0482,2.21E-05,0.932,0.712,0.135,173.998,389189,4,dnb,Drum and Bass 2020
0.497,0.961,0,-0.347,1,0.0464,0.0431,0.0209,0.569,0.142,174.008,284305,4,dnb,UKF Drum & Bass - All Uploads
0.524,0.95,11,-2.592,0,0.097,0.00382,0.203,0.105,0.442,175.942,321968,4,dnb,Drum and Bass 2020
0.62,0.959,1,0.326,1,0.368,0.00831,0.105,0.179,0.167,173.937,358732,4,dnb,Drum and Bass 2020
0.466,0.955,1,-2.354,1,0.0961,0.000216,0.936,0.671,0.378,173.973,280664,4,dnb,UKF Drum & Bass - All Uploads
0.465,0.945,5,-2.485,0,0.0383,0.000248,0.351,0.289,0.463,172.044,275351,4,dnb,Liqduicity Drum & Bass
0.457,0.935,1,-4.146,1,0.0376,0.000196,0.239,0.163,0.114,174.022,269505,4,dnb,Liqduicity Drum & Bass
0.544,0.966,7,-2.138,1,0.0987,0.00168,0.516,0.296,0.234,173.958,272411,4,dnb,UKF Drum & Bass - All Uploads
0.508,0.764,9,-5.207,1,0.041,0.0155,0.203,0.0544,0.17,171.983,320186,4,dnb,Drum and Bass Top 50
0.392,0.942,10,-4.457,0,0.0399,6.88E-05,0.765,0.14,0.174,174.018,297931,4,dnb,Liqduicity Drum & Bass
0.37,0.903,0,-5.664,1,0.0296,0.000234,0.0204,0.143,0.111,174.022,286997,4,dnb,UKF Drum & Bass - All Uploads
0.662,0.791,1,-1.135,1,0.06,0.0112,0.414,0.385,0.24,171.972,290233,4,dnb,Drum and Bass 2020 (Drum & Bass Music - DNB Hits)
0.402,0.982,4,-2.034,0,0.128,0.00114,0.555,0.111,0.076,172.021,295204,4,dnb,UKF Drum & Bass - All Uploads
0.505,0.891,5,-3.025,0,0.166,0.00388,0.715,0.13,0.269,174.032,341104,4,dnb,Drum and Bass Top 50
0.435,0.981,11,-2.974,0,0.0458,0.0019,0.779,0.751,0.453,174.012,211905,4,dnb,Liqduicity Drum & Bass
0.411,0.978,7,-2.901,1,0.0467,0.000838,0.838,0.275,0.28,173.981,339347,4,dnb,Liqduicity Drum & Bass
0.564,0.891,2,-4.014,1,0.228,0.000398,0.839,0.0465,0.169,174.023,317931,4,dnb,UKF Drum & Bass - All Uploads
0.544,0.942,5,-2.552,0,0.0464,0.0355,0.435,0.631,0.303,173.97,288000,4,dnb,Stepping Out
0.507,0.964,5,-2.798,0,0.152,0.0107,0,0.178,0.48,174.954,211634,4,dnb,Liqduicity Drum & Bass
0.431,0.848,9,-3.462,1,0.0406,0.0276,0.925,0.694,0.0293,174.007,307153,4,dnb,Liqduicity Drum & Bass
0.567,0.835,5,-5.96,0,0.0452,0.000353,0.346,0.125,0.295,173.98,296152,4,dnb,Liquid Drum & Bass
0.475,0.911,1,-4.829,0,0.0405,0.00127,0.0426,0.067,0.412,174.002,245337,4,dnb,UKF Drum & Bass - All Uploads
0.562,0.838,5,-5.287,1,0.0445,0.00211,0.00916,0.19,0.241,173.952,278306,4,dnb,UKF Drum & Bass - All Uploads
0.426,0.752,7,-4.945,1,0.0394,0.00202,0.319,0.13,0.0327,175.008,317531,4,dnb,UKF Drum & Bass - All Uploads
0.562,0.855,11,-1.516,0,0.0502,0.000407,0.0188,0.123,0.231,174.003,231724,4,dnb,UKF Drum & Bass - All Uploads
0.735,0.896,1,-1.812,1,0.0904,0.0263,0.0932,0.235,0.209,175.036,311314,4,dnb,Drum and Bass 2020
0.369,0.918,10,-5.186,0,0.0814,0.0123,2.72E-06,0.113,0.356,173.939,235172,4,dnb,Liqduicity Drum & Bass
0.456,0.951,5,-3.374,0,0.0492,0.000177,0.898,0.144,0.039,173.978,251208,4,dnb,UKF Drum & Bass - All Uploads
0.479,0.934,10,-5.195,0,0.0516,0.0038,0.705,0.0856,0.266,173.97,242229,4,dnb,Drum and Bass - 2015 to 2020
0.643,0.762,9,-7.437,0,0.0496,0.0209,0.769,0.101,0.371,174.027,178057,4,dnb,UKF Drum & Bass - All Uploads
0.546,0.852,7,-5.293,1,0.0506,0.0163,0.919,0.0641,0.0909,174.018,365708,4,dnb,Liqduicity Drum & Bass
0.619,0.688,5,-4.215,0,0.111,0.0194,0.314,0.134,0.139,174.013,288500,4,dnb,Liqduicity Drum & Bass
0.567,0.57,0,-5.811,1,0.0503,0.000467,0.229,0.12,0.119,174.029,314483,4,dnb,Drum and Bass 2020
0.548,0.952,10,-3.021,0,0.0324,0.000185,0.541,0.462,0.552,174.008,348276,4,dnb,Drum and Bass - 2015 to 2020
0.309,0.867,8,-5.968,0,0.0553,0.0123,0.809,0.114,0.207,171.938,321246,4,dnb,UKF Drum & Bass - All Uploads
0.487,0.872,8,-3.239,0,0.118,0.00521,0.472,0.113,0.477,173.906,311379,4,dnb,UKF Drum & Bass - All Uploads
0.65,0.898,1,-3.993,1,0.354,0.0127,0.0568,0.0451,0.425,172.044,274884,4,dnb,UKF Drum & Bass - All Uploads
0.398,0.974,11,-5.631,0,0.0571,0.000146,0.813,0.229,0.264,173.012,272701,4,dnb,UKF Drum & Bass - All Uploads
0.557,0.877,1,-3.508,0,0.0692,0.00343,0.438,0.0851,0.423,173.997,318445,4,dnb,Liquid Drum & Bass
0.479,0.899,1,-4.139,0,0.0503,0.00839,0.313,0.113,0.193,173.979,290494,4,dnb,UKF Drum & Bass - All Uploads
0.547,0.612,0,-7.428,0,0.0338,0.00167,0.489,0.112,0.0982,173.982,203054,4,dnb,Liquid Drum and Bass
0.586,0.948,7,-3.992,1,0.0363,0.00815,0.338,0.216,0.68,174.016,312912,4,dnb,Liquid Drum and Bass Sessions 2020
0.472,0.851,1,-3.815,1,0.039,0.00597,0.912,0.0862,0.395,169.971,326744,4,dnb,Drum and Bass - 2015 to 2020
0.516,0.919,11,-3.31,0,0.0452,0.00166,0.536,0.0913,0.426,175.008,366947,4,dnb,Drum and Bass 2020
0.762,0.88,7,-1.326,1,0.186,0.000603,0.837,0.0899,0.58,174.961,263582,4,dnb,DRUM & BASS 2020
0.686,0.865,0,-0.777,1,0.0689,0.00919,0.824,0.0746,0.13,174.034,265714,4,dnb,Drum and Bass 2020
0.573,0.885,11,-1.968,1,0.0367,0.0124,0.00551,0.109,0.0754,172.018,223500,4,dnb,UKF Drum & Bass - All Uploads
0.622,0.812,0,-5.364,0,0.0375,0.125,0.942,0.14,0.439,174.016,292414,4,dnb,UKF Drum & Bass - All Uploads
0.366,0.933,8,-3.826,0,0.0982,0.0221,0.00194,0.176,0.324,173.994,240733,4,dnb,Liqduicity Drum & Bass
0.676,0.63,10,-8.019,0,0.353,0.333,0.612,0.165,0.355,173.64,280764,4,dnb,Drum and Bass 2020 (Drum & Bass Music - DNB Hits)
0.442,0.963,4,-7.292,1,0.0471,0.000116,0.811,0.276,0.389,174.013,271480,4,dnb,Liquid Drum & Bass
0.378,0.939,6,-2.633,0,0.523,0.01,0.779,0.649,0.0491,174.755,381264,4,dnb,Drum and Bass - 2015 to 2020
0.664,0.887,11,-4.635,0,0.0664,0.00025,0.122,0.119,0.186,175.002,247436,4,dnb,UKF Drum & Bass - All Uploads
0.474,0.937,0,-2.888,0,0.0507,0.00137,0.0693,0.179,0.191,175.001,272492,4,dnb,UKF Drum & Bass - All Uploads
0.628,0.889,5,-3.198,1,0.142,0.0338,0.000804,0.136,0.2,149.957,173005,4,hardstyle,Euphoric Hardstyle
0.324,0.956,1,-2.951,1,0.405,0.0142,0,0.105,0.0939,150.05,243998,4,hardstyle,Best Hardstyle ever made
0.442,0.943,8,-1.77,0,0.334,0.268,1.87E-06,0.089,0.285,159.901,174500,4,hardstyle,Hardstyle 2020 | Updated Weekly
0.519,0.889,0,-4.519,0,0.0547,0.163,0.000175,0.348,0.175,150.041,226000,4,hardstyle,Hardstyle 2020 | Updated Weekly
0.333,0.865,8,-2.901,0,0.076,0.0359,0,0.133,0.277,151.966,231452,4,hardstyle,Euphoric Hardstyle
0.552,0.947,1,-3.955,1,0.0582,0.014,5.24E-06,0.2,0.213,150.128,219915,4,hardstyle,Euphoric Hardstyle
0.518,0.971,11,-7.435,0,0.0903,0.00433,0.603,0.805,0.225,152.012,303160,4,hardstyle,Euphoric Hardstyle
0.485,0.878,5,-3.998,1,0.0498,8.90E-05,0.0438,0.181,0.214,149.951,206042,4,hardstyle,Best of Hardstyle 2020
0.522,0.888,1,-4.608,0,0.0349,0.0187,0.0105,0.222,0.382,149.992,136000,4,hardstyle,Euphoric Hardstyle & Melodic Hardstyle
0.49,0.861,11,-5.368,0,0.0366,0.00449,1.22E-05,0.651,0.462,147.985,182432,4,hardstyle,Euphoric Hardstyle
0.565,0.927,0,-3.765,0,0.0268,0.168,0.137,0.106,0.618,150.019,168019,1,hardstyle,Euphoric Hardstyle & Melodic Hardstyle
0.143,0.723,1,-3.459,0,0.0389,0.0761,0.000135,0.0836,0.0399,154.993,242138,4,hardstyle,Ready2GetMaggot?
0.419,0.924,1,-5.507,1,0.105,0.00229,0.00294,0.296,0.143,150.179,244083,4,hardstyle,Hardstyle Daily
0.522,0.943,1,-5.234,1,0.0661,0.00324,0.389,0.0945,0.175,148.026,214966,4,hardstyle,Euphoric Hardstyle
0.553,0.952,11,-5.743,0,0.0798,0.226,0.698,0.114,0.165,150.005,315240,4,hardstyle,Euphoric Hardstyle
0.524,0.976,1,-3.639,1,0.063,0.002,0.138,0.333,0.143,150.001,294400,4,hardstyle,Euphoric Hardstyle
0.715,0.906,2,-2.91,1,0.0394,0.0731,0.0686,0.415,0.39,150.052,160000,4,hardstyle,Best Hardstyle ever made
0.269,0.856,5,-3.804,1,0.0673,0.0347,0.00167,0.307,0.0396,155.276,246400,4,hardstyle,Best of Hardstyle 2020
0.493,0.938,9,-3.355,0,0.043,0.128,0.00439,0.328,0.208,150.015,245942,4,hardstyle,Euphoric Hardstyle
0.42,0.885,8,-4.33,0,0.045,0.0105,1.86E-05,0.0801,0.321,150.118,190750,4,hardstyle,Best Hardstyle ever made
0.458,0.776,6,-5.938,1,0.0346,0.00824,0,0.429,0.286,150.174,170667,4,hardstyle,Euphoric Hardstyle
0.512,0.984,10,-7.274,0,0.056,0.00111,0.681,0.0639,0.44,149.944,188800,4,hardstyle,Euphoric Hardstyle - 2020
0.534,0.955,0,-4.404,1,0.0342,0.00144,0.0193,0.0516,0.356,150.048,214025,4,hardstyle,Euphoric Hardstyle
0.346,0.718,4,-4.313,0,0.0488,0.00306,0,0.118,0.146,148.826,198200,4,hardstyle,Ready2GetMaggot?
0.505,0.934,10,-5.06,1,0.0415,0.0953,0.0179,0.339,0.307,150.1,168000,4,hardstyle,Best of Hardstyle 2020
0.499,0.942,7,-2.591,1,0.265,0.135,1.51E-05,0.265,0.247,154.841,192000,4,hardstyle,Euphoric Hardstyle
0.565,0.987,11,-1.61,0,0.0942,0.00218,7.80E-05,0.194,0.243,150.023,235200,4,hardstyle,Best of Hardstyle 2020
0.455,0.903,11,-4.56,0,0.0649,0.0158,1.08E-05,0.653,0.134,149.975,167200,4,hardstyle,Best Hardstyle ever made
0.276,0.771,7,-5.787,0,0.0392,0.00219,0.00125,0.211,0.149,150.132,196664,4,hardstyle,Ready2GetMaggot?
0.294,0.93,6,-6.277,1,0.107,0.0324,1.76E-05,0.08,0.278,150.031,188817,4,hardstyle,Euphoric Hardstyle
0.341,0.966,9,-1.926,0,0.09,0.00954,0.00048,0.487,0.362,154.971,182766,4,hardstyle,Euphoric Hardstyle
0.444,0.849,11,-12.218,1,0.0449,0.0283,0.0398,0.296,0.688,150.023,276687,4,hardstyle,Euphoric Hardstyle
0.363,0.732,5,-5.403,0,0.11,0.0492,1.08E-06,0.0879,0.206,152.839,176123,4,hardstyle,Euphoric Hardstyle
0.553,0.954,7,-2.819,0,0.0631,0.0107,0.000806,0.589,0.413,149.974,190400,4,hardstyle,Euphoric Hardstyle
0.52,0.782,1,-5.009,1,0.0794,0.0293,3.54E-05,0.0888,0.257,149.928,229700,4,hardstyle,Best Hardstyle ever made
0.562,0.915,8,-3.743,0,0.177,0.0124,0.0464,0.0997,0.242,149.965,263949,4,hardstyle,Euphoric Hardstyle - 2020
0.529,0.924,11,-4.325,0,0.0462,0.01,0.000314,0.462,0.208,149.943,278400,4,hardstyle,Euphoric Hardstyle - 2020
0.614,0.864,7,-2.242,1,0.0572,0.0184,0.00016,0.292,0.392,149.985,234022,4,hardstyle,Hardstyle 2020 | Updated Weekly
0.648,0.921,11,-8.897,0,0.153,0.00949,0.208,0.0425,0.388,150.065,371694,4,hardstyle,Euphoric Hardstyle
0.676,0.716,9,-5.332,1,0.042,0.0163,0.0591,0.0765,0.801,148.003,373677,4,hardstyle,Best Hardstyle ever made
0.513,0.914,7,-4.644,0,0.0629,0.0112,0.00114,0.121,0.094,157.045,207799,4,hardstyle,Ready2GetMaggot?
0.538,0.914,5,-2.59,1,0.0981,0.0512,0,0.152,0.211,154.988,270968,4,hardstyle,Best Hardstyle ever made
0.369,0.976,8,-4.765,1,0.249,0.0103,8.33E-06,0.95,0.105,149.836,184227,4,hardstyle,Euphoric Hardstyle
0.586,0.906,11,-2.977,0,0.0494,0.155,0.000512,0.14,0.37,153.998,211355,4,hardstyle,Best Hardstyle ever made
0.415,0.904,8,-5.545,0,0.0496,0.0786,2.73E-05,0.179,0.0594,149.942,278400,4,hardstyle,Euphoric Hardstyle
0.536,0.96,9,-3.959,0,0.0436,0.0221,0.0558,0.299,0.095,149.984,224017,4,hardstyle,Euphoric Hardstyle
0.527,0.979,2,-4.296,1,0.0506,0.000312,0.0926,0.427,0.823,150.01,204350,4,hardstyle,Greatest Hardstyle Playlist
0.475,0.996,6,-4.069,1,0.0606,0.12,0.363,0.299,0.304,149.996,278000,4,hardstyle,Euphoric Hardstyle
0.578,0.965,11,-4.115,0,0.116,0.00375,0.324,0.125,0.287,150.002,281200,4,hardstyle,Euphoric Hardstyle
0.533,0.984,0,-1.913,0,0.307,0.00591,0.000372,0.38,0.402,149.96,190412,4,hardstyle,Best of Hardstyle 2020
0.46,0.953,1,-4.04,1,0.0509,0.00388,0.0057,0.902,0.262,149.97,224004,4,hardstyle,Euphoric Hardstyle
0.468,0.906,9,-3.416,0,0.0975,0.0502,0,0.109,0.442,150.04,186553,4,hardstyle,Best Hardstyle ever made
0.475,0.827,1,-4.308,1,0.0304,0.0185,0.000815,0.177,0.0991,149.918,232804,4,hardstyle,Euphoric Hardstyle & Melodic Hardstyle
0.38,0.931,9,-3.71,0,0.0848,0.00684,0.00142,0.515,0.455,149.966,274843,4,hardstyle,Hardstyle Remixes of Popular Songs!
0.451,0.887,5,-3.907,0,0.0698,0.0038,0.0858,0.0153,0.21,150.017,263130,4,hardstyle,Euphoric Hardstyle - 2020
0.563,0.921,1,-5.443,1,0.0469,0.0038,0.000108,0.367,0.547,149.879,195204,4,hardstyle,Best of Hardstyle 2020
0.612,0.812,9,-4.381,0,0.0628,0.0122,2.38E-05,0.0495,0.629,149.917,224400,4,hardstyle,Euphoric Hardstyle & Melodic Hardstyle
0.602,0.948,9,-3.372,0,0.0502,0.0396,1.43E-06,0.186,0.812,149.933,153328,4,hardstyle,Best of Hardstyle 2020
0.68,0.962,5,-1.544,0,0.122,0.0138,0.166,0.0935,0.257,150.024,168000,4,hardstyle,Euphoric Hardstyle
0.46,0.784,11,-2.898,0,0.029,0.195,0.00075,0.162,0.177,155.095,219808,4,hardstyle,Hardstlye - 2020
0.655,0.699,1,-4.085,1,0.0585,0.0305,0.000228,0.137,0.0706,149.973,232286,4,hardstyle,Ready2GetMaggot?
0.498,0.961,2,-6.526,1,0.0899,0.00175,0.74,0.2,0.117,150.098,324796,4,hardstyle,Euphoric Hardstyle
0.466,0.82,7,-12.834,0,0.0369,0.00138,0.61,0.35,0.377,149.933,213600,4,hardstyle,Euphoric Hardstyle
0.425,0.963,11,-4.223,0,0.152,0.000594,0.0493,0.385,0.319,150.876,244865,4,hardstyle,Best of Hardstyle 2020
0.519,0.929,5,-2.44,0,0.0443,0.00498,0.0357,0.153,0.648,149.963,172800,4,hardstyle,Euphoric Hardstyle & Melodic Hardstyle
0.431,0.847,7,-1.428,0,0.0324,0.0108,7.74E-06,0.196,0.211,150.02,203164,4,hardstyle,Euphoric Hardstyle
0.552,0.594,2,-6.449,1,0.0306,0.298,6.17E-05,0.262,0.287,149.907,192500,4,hardstyle,Ready2GetMaggot?
0.487,0.861,6,-2.786,0,0.0334,0.154,0.00247,0.21,0.34,152.014,186944,4,hardstyle,Euphoric Hardstyle
0.571,0.827,2,-5.791,0,0.034,0.000148,0.00737,0.101,0.0445,149.951,184800,4,hardstyle,Euphoric Hardstyle
0.474,0.99,3,-3.112,1,0.0562,0.0123,0.587,0.373,0.066,149.975,284008,4,hardstyle,Euphoric Hardstyle
0.504,0.863,5,-4.874,0,0.0307,0.0761,0.00591,0.208,0.384,150.02,174769,4,hardstyle,Euphoric Hardstyle
0.517,0.878,5,-3.768,0,0.0311,0.0116,0.000128,0.0566,0.333,149.97,313895,4,hardstyle,Euphoric Hardstyle
0.355,0.969,2,-3.649,0,0.0435,0.00167,0.000583,0.784,0.105,149.905,204400,4,hardstyle,Euphoric Hardstyle
0.332,0.883,5,-5.346,1,0.056,0.21,0.0051,0.11,0.207,149.663,182400,4,hardstyle,Euphoric Hardstyle & Melodic Hardstyle
0.635,0.933,0,-4.264,1,0.221,0.00678,0.0236,0.343,0.151,150.06,267200,4,hardstyle,Hardstyle 2020
0.528,0.897,3,-4.015,0,0.138,0.00427,0.345,0.319,0.142,159.895,177934,4,hardstyle,Hardstyle Hits 
0.579,0.833,8,-4.544,1,0.0363,0.523,0.743,0.368,0.174,150.004,550400,4,hardstyle,Euphoric Hardstyle
0.562,0.967,8,-2.455,0,0.0841,0.0526,0.038,0.118,0.584,150.002,300200,4,hardstyle,Euphoric Hardstyle
0.551,0.854,9,-6.514,1,0.0581,0.0012,0.00513,0.641,0.445,150.009,298018,3,hardstyle,Euphoric Hardstyle
0.461,0.992,5,-3.794,0,0.0424,0.0174,0.0096,0.0777,0.407,150.034,228417,3,hardstyle,Euphoric Hardstyle
0.638,0.892,4,-4.924,0,0.0548,0.00519,0.434,0.104,0.169,150.013,281600,4,hardstyle,Euphoric Hardstyle
0.471,0.965,7,-4.706,0,0.17,0.00277,0,0.0927,0.131,150.082,137750,4,hardstyle,Euphoric Hardstyle
0.408,0.9,1,-4.062,1,0.0532,0.0198,0.0335,0.312,0.197,149.975,214400,3,hardstyle,Euphoric Hardstyle
0.341,0.961,1,-3.504,1,0.155,0.00361,0.236,0.772,0.0618,150.172,194000,4,hardstyle,Hardstyle Daily
0.291,0.811,9,-3.81,0,0.0572,0.0187,0,0.164,0.211,142.33,164509,4,hardstyle,Euphoric Hardstyle
0.474,0.918,0,-5.649,0,0.0291,0.000544,0.0445,0.397,0.324,150.003,270600,4,hardstyle,Euphoric Hardstyle & Melodic Hardstyle
0.556,0.883,2,-2.194,1,0.0313,0.0442,0.000539,0.371,0.607,149.983,205200,1,hardstyle,Euphoric Hardstyle
0.42,0.875,4,-3.494,0,0.0389,0.14,0.000497,0.257,0.119,150.146,174400,4,hardstyle,Best Hardstyle ever made
0.496,0.925,5,-4.839,0,0.06,0.0045,0.0117,0.375,0.126,150.033,248400,4,hardstyle,Best of Hardstyle 2020
0.545,0.943,6,-5.962,1,0.0913,0.00108,0.0188,0.582,0.166,150.042,185000,4,hardstyle,Euphoric Hardstyle
0.589,0.91,11,-3.532,0,0.0845,0.143,8.71E-05,0.0694,0.367,149.957,200000,4,hardstyle,Greatest Hardstyle Playlist
0.522,0.952,9,-6.648,0,0.12,0.0519,0.0993,0.379,0.197,149.972,156808,4,hardstyle,Euphoric Hardstyle
0.48,0.936,4,-2.188,0,0.138,0.0152,0,0.721,0.207,154.023,200430,4,hardstyle,Euphoric Hardstyle & Melodic Hardstyle
0.511,0.959,10,-4.24,1,0.0366,0.0857,0.00455,0.742,0.552,149.914,173322,4,hardstyle,Best Hardstyle ever made
0.465,0.899,8,-5.854,1,0.0466,0.0371,0.278,0.0977,0.123,149.943,173638,4,hardstyle,Euphoric Hardstyle
0.496,0.907,10,-4.294,0,0.145,0.0378,0.0151,0.338,0.279,150.068,199200,4,hardstyle,Melodic Hardstyle 2020
0.485,0.908,0,-3.416,0,0.109,0.0585,0,0.0777,0.411,149.868,212057,4,hardstyle,Melodic Hardstyle 2020
0.525,0.877,5,-4.826,0,0.0913,0.00106,0.00738,0.418,0.335,150.11,189200,4,hardstyle,Greatest Hardstyle Playlist
0.628,0.827,3,-3.922,0,0.0402,0.0147,0.0309,0.251,0.252,149.998,241417,4,hardstyle,Euphoric Hardstyle
0.466,0.967,11,-4.991,0,0.0825,0.016,0.0291,0.331,0.313,150.032,187212,4,hardstyle,Euphoric Hardstyle - 2020
0.52,0.782,1,-5.009,1,0.0794,0.0293,3.54E-05,0.0888,0.257,149.928,229700,4,hardstyle,Euphoric Hardstyle
0.517,0.919,9,-5.427,1,0.0406,0.00359,0.518,0.434,0.33,149.997,224450,4,hardstyle,Euphoric Hardstyle & Melodic Hardstyle
0.371,0.832,7,-6.152,1,0.0693,0.00119,0.126,0.185,0.246,149.692,319712,4,hardstyle,Greatest Hardstyle Playlist
0.556,0.944,9,-2.901,0,0.0443,0.017,1.55E-06,0.197,0.399,150,228800,4,hardstyle,Greatest Hardstyle Playlist
0.494,0.937,8,-5.147,1,0.2,0.00716,0.283,0.303,0.204,150.044,208400,4,hardstyle,Q-Dance | Hardstyle | Top 100 | 2019
0.535,0.877,3,-2.181,0,0.0465,0.033,0.000167,0.144,0.115,150.022,241600,4,hardstyle,Euphoric Hardstyle
0.542,0.896,9,-5.32,0,0.0574,0.00104,0.815,0.294,0.331,149.992,183950,4,hardstyle,Euphoric Hardstyle
0.54,0.874,0,-4.923,0,0.0728,0.000511,0.000336,0.35,0.0397,149.972,239196,4,hardstyle,Euphoric Hardstyle
0.481,0.921,11,-3.135,0,0.0567,0.00813,0,0.419,0.255,149.997,184012,4,hardstyle,Best of Hardstyle 2020
0.603,0.797,7,-4.858,0,0.107,0.0389,0.00541,0.0798,0.107,150.02,382400,4,hardstyle,Euphoric Hardstyle
0.43,0.974,7,-2.276,0,0.08,0.0087,0.000114,0.616,0.382,149.97,199575,4,hardstyle,Euphoric Hardstyle - 2020
0.614,0.9,4,-2.361,0,0.0441,0.0137,0.137,0.108,0.184,150.018,201600,4,hardstyle,Euphoric Hardstyle & Melodic Hardstyle
0.487,0.913,0,-3.672,1,0.0406,0.0532,6.46E-06,0.333,0.225,149.968,252000,4,hardstyle,Euphoric Hardstyle & Melodic Hardstyle
0.429,0.917,7,-3.606,1,0.035,0.00509,0,0.174,0.435,149.946,200094,4,hardstyle,Euphoric Hardstyle
0.715,0.618,9,-8.309,1,0.0514,0.00101,0.856,0.0893,0.044,149.96,470138,4,hardstyle,Hardstyle 2020
0.629,0.922,11,-4.259,0,0.144,0.00342,0.67,0.31,0.28,145.045,442286,4,hardstyle,Euphoric Hardstyle
0.548,0.634,6,-4.924,0,0.0422,0.000812,0.415,0.0746,0.225,150.009,363021,4,hardstyle,Euphoric Hardstyle
0.244,0.926,1,-4.04,1,0.0675,0.00213,0.00691,0.155,0.0893,147.082,271600,4,hardstyle,Ready2GetMaggot?
0.531,0.906,9,-3.738,0,0.148,0.0849,0,0.276,0.338,155.006,185806,4,hardstyle,Euphoric Hardstyle
0.549,0.781,11,-5.032,0,0.0788,0.0301,4.26E-06,0.312,0.119,150.044,190800,4,hardstyle,Euphoric Hardstyle
0.228,0.843,11,-5.711,0,0.0818,0.297,0.424,0.0958,0.0423,149.692,233600,4,hardstyle,Hardstyle by Q-dance
0.555,0.883,1,-5.857,1,0.0603,0.0199,0.0354,0.378,0.182,150.078,231440,3,hardstyle,Euphoric Hardstyle
0.646,0.944,1,-1.949,1,0.0427,0.00352,0.000175,0.176,0.325,160.019,225774,4,hardstyle,Greatest Hardstyle Playlist
0.636,0.773,6,-8.222,0,0.0493,0.0166,0.407,0.187,0.729,150.021,203212,4,hardstyle,Hardstyle Remixes of Popular Songs!
0.416,0.915,9,-5.202,0,0.0602,0.000897,0.000121,0.154,0.0641,150.066,167333,4,hardstyle,Ready2GetMaggot?
0.631,0.993,6,-4.906,0,0.269,0.00273,0.00107,0.0467,0.135,150.946,245293,4,hardstyle,Ready2GetMaggot?
0.544,0.873,1,-6.811,0,0.0348,0.141,0.146,0.09,0.658,150.02,203037,4,hardstyle,Hardstyle 2020
0.231,0.841,3,-4.809,0,0.0498,0.19,0.492,0.15,0.0437,142.299,233600,4,hardstyle,Best Hardstyle ever made
0.39,0.985,1,-3.603,1,0.114,0.00148,6.82E-05,0.51,0.108,155.036,220879,4,hardstyle,Hardstlye - 2020
0.538,0.758,9,-2.773,0,0.0378,0.223,0,0.251,0.25,147.804,196216,4,hardstyle,Euphoric Hardstyle & Melodic Hardstyle
0.455,0.897,1,-4.487,0,0.0408,0.0143,0.00022,0.3,0.104,149.992,184000,4,hardstyle,Ready2GetMaggot?
0.422,0.856,3,-2.211,1,0.099,0.0429,9.35E-06,0.191,0.426,149.639,156924,3,hardstyle,Euphoric Hardstyle
0.476,0.712,5,-6.821,0,0.0338,0.00433,0.885,0.0711,0.22,150.009,295431,3,hardstyle,Euphoric Hardstyle
0.508,0.963,7,-4.319,1,0.054,0.00155,0.477,0.355,0.31,150.028,300872,4,hardstyle,Euphoric Hardstyle
0.428,0.832,7,-4.869,1,0.0563,0.000346,0.147,0.649,0.194,149.849,248325,3,hardstyle,Best Hardstyle ever made
